mcc_code,agrupacion_rubro_gsauma,descripcion_nacional,glosa_mcc,descripcion_mcc
4722,AGENCIAS DE VIAJES,FEE TRANSPORTES,SERVICIOS DE TRANSPORTE,AGENCIAS DE VIAJE Y OPERADORES TURÍSTICOS
4722,AGENCIAS DE VIAJES,RESTAURANTES,SERVICIOS DE TRANSPORTE,AGENCIAS DE VIAJE Y OPERADORES TURÍSTICOS
4722,AGENCIAS DE VIAJES,OPERADORES MAYORISTAS,SERVICIOS DE TRANSPORTE,AGENCIAS DE VIAJE Y OPERADORES TURÍSTICOS
4722,AGENCIAS DE VIAJES,MINORISTAS PUROS,SERVICIOS DE TRANSPORTE,AGENCIAS DE VIAJE Y OPERADORES TURÍSTICOS
4722,AGENCIAS DE VIAJES,MINORISTAS DUALES,SERVICIOS DE TRANSPORTE,AGENCIAS DE VIAJE Y OPERADORES TURÍSTICOS
5541,BENCINAS,COMBUSTIBLES COPEC,VEHICULOS,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA"
5541,BENCINAS,COMBUSTIBLES,VEHICULOS,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA"
5541,BENCINAS,COMBUSTIBLES SHELL,VEHICULOS,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA"
5541,BENCINAS,COMBUSTIBLES PETROBRAS,VEHICULOS,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA"
5541,BENCINAS,,VEHICULOS,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA"
5541,BENCINAS,,VEHICULOS,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA"
6211,BROKERS Y PASARELAS DE PAGO,OFICINAS DE INGENIERIA,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,CORREDORES SEGUROS,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6300,BROKERS Y PASARELAS DE PAGO,CORREDORES SEGUROS,INTERMEDIACION FINANCIERA,"VENTAS DE SEGUROS, GARANTÍAS Y PRIMAS (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,BANCA SEGUROS,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6300,BROKERS Y PASARELAS DE PAGO,BANCA SEGUROS,INTERMEDIACION FINANCIERA,"VENTAS DE SEGUROS, GARANTÍAS Y PRIMAS (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,AFP,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,SEGUROS DE VIDA,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6300,BROKERS Y PASARELAS DE PAGO,SEGUROS DE VIDA,INTERMEDIACION FINANCIERA,"VENTAS DE SEGUROS, GARANTÍAS Y PRIMAS (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,SEGUROS GENERALES,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6300,BROKERS Y PASARELAS DE PAGO,SEGUROS GENERALES,INTERMEDIACION FINANCIERA,"VENTAS DE SEGUROS, GARANTÍAS Y PRIMAS (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,AVANCE EN EFECTIVO,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,INSTITUCIONES FINANCIERAS,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,HOSPITALES,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6300,BROKERS Y PASARELAS DE PAGO,ISAPRES,INTERMEDIACION FINANCIERA,"VENTAS DE SEGUROS, GARANTÍAS Y PRIMAS (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,SERVICIOS INTERNET,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,ADMINISTRADORES DE FONDOS MUTUOS,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,ADMINISTRADORES DE FONDOS DE VIVIENDA,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,ADMINISTRADORES DE FONDOS DE INVERSISN,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,CORREDORES DE BOLSA,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,MUTUARIAS,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,AGENCIAS DE VALORES,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,EMPRESAS DE FACTORING,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
6211,BROKERS Y PASARELAS DE PAGO,OTROS SERVICIOS FINANCIEROS,INTERMEDIACION FINANCIERA,"CORREDORES / NEGOCIANTES DE SEGURIDAD FINANCIERA (VALORES, CORREDORES DE BOLSA Y COMERCIALES)  (AGRUPA RUBROS: 6211-6300)"
8062,CLÍNICAS,CENTROS MEDICOS,SERVICIOS MEDICOS,HOSPITALES (CLINICAS Y CENTROS MEDICOS)
8062,CLÍNICAS,CLINICAS (MEDICAS),SERVICIOS MEDICOS,HOSPITALES (CLINICAS Y CENTROS MEDICOS)
8062,CLÍNICAS,CLINICAS DENTALES,SERVICIOS MEDICOS,HOSPITALES (CLINICAS Y CENTROS MEDICOS)
8062,CLÍNICAS,CLINICAS PSIQUIATRAS,SERVICIOS MEDICOS,HOSPITALES (CLINICAS Y CENTROS MEDICOS)
8062,CLÍNICAS,HOSPITALES,SERVICIOS MEDICOS,HOSPITALES (CLINICAS Y CENTROS MEDICOS)
5511,COMPRA VENTA DE AUTOS,FINANCIAMIENTO AUTOMOTRIZ,VEHICULOS,"COMERCIANTES DE AUTOS Y CAMIONES (NUEVOS Y USADOS) VENTAS, SERVICIO, REPARACIONES, PARTES Y ARRENDAMIENTO."
5511,COMPRA VENTA DE AUTOS,COMPRA VENTA DE AUTOS,VEHICULOS,"COMERCIANTES DE AUTOS Y CAMIONES (NUEVOS Y USADOS) VENTAS, SERVICIO, REPARACIONES, PARTES Y ARRENDAMIENTO."
5511,COMPRA VENTA DE AUTOS,IMPORTADORES Y DISTRIBUIDORES DE AUTOS,VEHICULOS,"COMERCIANTES DE AUTOS Y CAMIONES (NUEVOS Y USADOS) VENTAS, SERVICIO, REPARACIONES, PARTES Y ARRENDAMIENTO."
5511,COMPRA VENTA DE AUTOS,REPUESTOS Y ACCESORIOS,VEHICULOS,"COMERCIANTES DE AUTOS Y CAMIONES (NUEVOS Y USADOS) VENTAS, SERVICIO, REPARACIONES, PARTES Y ARRENDAMIENTO."
8211,EDUCACIÓN BÁSICA,INST. PROFESIONALES Y CENTRO FORMACION TECNICA,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS PRIMARIAS Y SECUNDARIAS
8211,EDUCACIÓN BÁSICA,COLEGIOS Y ESTABLECIMIENTOS EDUCACIONALES,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS PRIMARIAS Y SECUNDARIAS
8211,EDUCACIÓN BÁSICA,COLEGIOS AFINIDADES,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS PRIMARIAS Y SECUNDARIAS
8211,EDUCACIÓN BÁSICA,SERV. DE EDUCACION NO CLASIFICADOS EN OTRO LUGAR,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS PRIMARIAS Y SECUNDARIAS
8211,EDUCACIÓN BÁSICA,FUNDACIONES BENEFICAS,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS PRIMARIAS Y SECUNDARIAS
8220,EDUCACIÓN SUPERIOR,ESCUELAS DE IDIOMAS,SERVICIOS LEGALES Y DE ENSEÑANZA,"UNIVERSIDADES, ESCUELAS PROFESIONALES, INSTITUTOS (SOLO ENTIDADES DE EDUCACIÓN SUPERIOR)"
8220,EDUCACIÓN SUPERIOR,PREUNIVERSITARIOS,SERVICIOS LEGALES Y DE ENSEÑANZA,"UNIVERSIDADES, ESCUELAS PROFESIONALES, INSTITUTOS (SOLO ENTIDADES DE EDUCACIÓN SUPERIOR)"
8220,EDUCACIÓN SUPERIOR,UNIVERSIDADES AFINIDADES,SERVICIOS LEGALES Y DE ENSEÑANZA,"UNIVERSIDADES, ESCUELAS PROFESIONALES, INSTITUTOS (SOLO ENTIDADES DE EDUCACIÓN SUPERIOR)"
8220,EDUCACIÓN SUPERIOR,UNIVERSIDADES,SERVICIOS LEGALES Y DE ENSEÑANZA,"UNIVERSIDADES, ESCUELAS PROFESIONALES, INSTITUTOS (SOLO ENTIDADES DE EDUCACIÓN SUPERIOR)"
8220,EDUCACIÓN SUPERIOR,FUNDACIONES NO BENEFICAS,SERVICIOS LEGALES Y DE ENSEÑANZA,"UNIVERSIDADES, ESCUELAS PROFESIONALES, INSTITUTOS (SOLO ENTIDADES DE EDUCACIÓN SUPERIOR)"
8220,EDUCACIÓN SUPERIOR,CLINICAS VETERINARIAS,SERVICIOS LEGALES Y DE ENSEÑANZA,"UNIVERSIDADES, ESCUELAS PROFESIONALES, INSTITUTOS (SOLO ENTIDADES DE EDUCACIÓN SUPERIOR)"
5912,FARMACIAS,CENTROS MEDICOS,TIENDAS ESPECIALIZADAS ,FARMACÉUTICOS Y FARMACIAS (DROGUERIAS Y PERFUMERIAS)
5912,FARMACIAS,FARMACIAS,TIENDAS ESPECIALIZADAS ,FARMACÉUTICOS Y FARMACIAS (DROGUERIAS Y PERFUMERIAS)
5912,FARMACIAS,HOMEOPATIAS,TIENDAS ESPECIALIZADAS ,FARMACÉUTICOS Y FARMACIAS (DROGUERIAS Y PERFUMERIAS)
5311,GRANDES TIENDAS,SUPERMERCADOS CASO A CASO,MERCADERIA EN GENERAL,TIENDAS POR DEPARTAMENTOS
5311,GRANDES TIENDAS,GRANDES TIENDAS,MERCADERIA EN GENERAL,TIENDAS POR DEPARTAMENTOS
5311,GRANDES TIENDAS,TIENDAS POR DEPARTAMENTO,MERCADERIA EN GENERAL,TIENDAS POR DEPARTAMENTOS
5311,GRANDES TIENDAS,ARTICULOS ELECTRONICOS,MERCADERIA EN GENERAL,TIENDAS POR DEPARTAMENTOS
5311,GRANDES TIENDAS,FERRETERIAS,MERCADERIA EN GENERAL,TIENDAS POR DEPARTAMENTOS
5311,GRANDES TIENDAS,HOMECENTERS,MERCADERIA EN GENERAL,TIENDAS POR DEPARTAMENTOS
9399,IMPUESTOS,ADMINISTRADORES DE PUERTOS,GOBIERNO,Municipalidades (SE AGRUPAN RUBROS: 9311-9399)
9311,IMPUESTOS,PODER EJECUTIVO,GOBIERNO,PAGOS DE IMPUESTOS (SE AGRUPAN RUBROS: 9311-9399)
9399,IMPUESTOS,MUNICIPALIDADES,GOBIERNO,Municipalidades (SE AGRUPAN RUBROS: 9311-9399)
4511,LÍNEAS AÉREAS,AEROLINEAS ARGENTINAS,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,AEROMEXICO,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,AVIANCA,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,ALITALIA,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,AMERICAN AIRLINES,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,COPA,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,IBERIA,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,KLM,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,QANTAS,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,UNITED AIRLINES,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,AIR FRANCE,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
4511,LÍNEAS AÉREAS,LINEAS AEREAS,SERVICIOS DE TRANSPORTE,AEROLÍNEAS Y TRANSPORTE AÉREO – NO CLASIFICADO EN OTRO MCC
8249,OTROS RUBROS,INST. PROFESIONALES Y CENTRO FORMACION TECNICA,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS VOCACIONALES Y DE OFICIO
8299,OTROS RUBROS,INST. PROFESIONALES Y CENTRO FORMACION TECNICA,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS Y SERVICIOS EDUCACIONALES (NO CLASIFICADOS EN OTROS MCC)
7911,OTROS RUBROS,ACADEMIAS DE MUSICA Y DANZA,SERVICIOS DE RECREACION,"SALONES DE BAILE, ESTUDIOS Y ESCUELAS"
8299,OTROS RUBROS,ACADEMIAS DE MUSICA Y DANZA,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS Y SERVICIOS EDUCACIONALES (NO CLASIFICADOS EN OTROS MCC)
8299,OTROS RUBROS,ESCUELAS DE IDIOMAS,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS Y SERVICIOS EDUCACIONALES (NO CLASIFICADOS EN OTROS MCC)
8641,OTROS RUBROS,COLEGIOS Y ESTABLECIMIENTOS EDUCACIONALES,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
8299,OTROS RUBROS,PREUNIVERSITARIOS,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS Y SERVICIOS EDUCACIONALES (NO CLASIFICADOS EN OTROS MCC)
8351,OTROS RUBROS,JARDINES INFANTILES,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS DE CUIDADO INFANTIL (GUARDERIAS)
8351,OTROS RUBROS,SALAS CUNAS,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS DE CUIDADO INFANTIL (GUARDERIAS)
8641,OTROS RUBROS,UNIVERSIDADES AFINIDADES,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
8641,OTROS RUBROS,UNIVERSIDADES,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
8299,OTROS RUBROS,SERV. DE EDUCACION NO CLASIFICADOS EN OTRO LUGAR,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS Y SERVICIOS EDUCACIONALES (NO CLASIFICADOS EN OTROS MCC)
8641,OTROS RUBROS,ABOGADOS,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
8111,OTROS RUBROS,ABOGADOS,SERVICIOS LEGALES Y DE ENSEÑANZA,SERVICIOS LEGALES Y ABOGADOS
8911,OTROS RUBROS,OFICINAS DE INGENIERIA,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRO MCC)
8911,OTROS RUBROS,OFICINAS DE ARQUITECTURA,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRO MCC)
8911,OTROS RUBROS,ARQUITECTOS,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRO MCC)
8641,OTROS RUBROS,COLEGIOS Y AGRUPACIONES PROFESIONALES,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
6513,OTROS RUBROS,INMOBILIARIAS,SERVICIOS DE ALOJAMIENTO,AGENTES DE BIENES INMOBILIARIOS - ALQUILER
7011,OTROS RUBROS,INMOBILIARIAS,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
7299,OTROS RUBROS,INMOBILIARIAS,SERVICIOS PERSONALES,SERVICIOS PERSONALES MISCELANEOS – NO CLASIFICADO EN OTRO MCC
1520,OTROS RUBROS,SERVICIOS CONTRATISTAS MENORES,CONSTRUCCION,CONTRATISTAS GENERALES – RESIDENCIAL Y COMERCIAL
8249,OTROS RUBROS,SERVICIOS CONTRATISTAS MENORES,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS VOCACIONALES Y DE OFICIO
1520,OTROS RUBROS,CONSTRUCTORAS,CONSTRUCCION,CONTRATISTAS GENERALES – RESIDENCIAL Y COMERCIAL
1799,OTROS RUBROS,OTROS CONTRATISTAS,CONSTRUCCION,CONTRATISTAS CON OFICIO ESPECIAL (NO CLASIFICADO EN OTRO MCC)
8111,OTROS RUBROS,CONSERVADORES,SERVICIOS LEGALES Y DE ENSEÑANZA,SERVICIOS LEGALES Y ABOGADOS
8931,OTROS RUBROS,SERVICIOS DE CONTABILIDAD Y AUDITORIA,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRO MCC)
8111,OTROS RUBROS,NOTARIAS,SERVICIOS LEGALES Y DE ENSEÑANZA,SERVICIOS LEGALES Y ABOGADOS
6513,OTROS RUBROS,CORREDORES DE PROPIEDADES,SERVICIOS DE ALOJAMIENTO,AGENTES DE BIENES INMOBILIARIOS - ALQUILER
7299,OTROS RUBROS,CORREDORES DE PROPIEDADES,SERVICIOS PERSONALES,SERVICIOS PERSONALES MISCELANEOS – NO CLASIFICADO EN OTRO MCC
8999,OTROS RUBROS,OTROS PROFESIONALES,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRO MCC)
7361,OTROS RUBROS,AGENCIA DE EMPLEO,SERVICIOS NO PERSONALES,AGENCIAS DE EMPLEOS Y SERVICIOS DE TRABAJADORES TEMPORALES
7299,OTROS RUBROS,TATUAJES Y PERFORACIONES DE PARTE DEL CUERPO,SERVICIOS PERSONALES,SERVICIOS PERSONALES MISCELANEOS – NO CLASIFICADO EN OTRO MCC
7230,OTROS RUBROS,PELUQUERIAS Y SALONES DE BELLEZA,SERVICIOS PERSONALES,PELUQUERÍAS Y BARBERÍAS.
7261,OTROS RUBROS,CEMENTERIOS,SERVICIOS PERSONALES,SERVICIOS FUNERARIOS Y CREMATORIOS
4784,OTROS RUBROS,PEAJES URBANOS E INTERURBANOS,SERVICIOS DE AUTOPISTAS,AUTOPISTAS URBANAS E INTERURBANAS
7338,OTROS RUBROS,FOTOCOPIAS,SERVICIOS NO PERSONALES,"COPIAS, REPRODUCCIÓN Y SERVICIOS DE PLOTEO."
7342,OTROS RUBROS,FUMIGACION Y DESINFECCION,SERVICIOS NO PERSONALES,SERVICIOS DE EXTERMINACIÓN Y DESINFECCIÓN.
7261,OTROS RUBROS,FUNERARIAS,SERVICIOS PERSONALES,SERVICIOS FUNERARIOS Y CREMATORIOS
1799,OTROS RUBROS,GASFITERIAS,CONSTRUCCION,CONTRATISTAS CON OFICIO ESPECIAL (NO CLASIFICADO EN OTRO MCC)
1799,OTROS RUBROS,CERRAJERIA,CONSTRUCCION,CONTRATISTAS CON OFICIO ESPECIAL (NO CLASIFICADO EN OTRO MCC)
1731,OTROS RUBROS,INSTALACIONES ELECTRICAS,CONSTRUCCION,CONTRATISTAS EN ELECTRICIDAD
1799,OTROS RUBROS,INSTALACIONES SANITARIAS,CONSTRUCCION,CONTRATISTAS CON OFICIO ESPECIAL (NO CLASIFICADO EN OTRO MCC)
7210,OTROS RUBROS,LAVANDERIAS Y TINTORERIAS,#N/A,#N/A
7217,OTROS RUBROS,LIMPIEZA DE ALFOMBRAS Y TAPICES,LIMPIEZA,LIMPIEZA DE ALFOMBRAS Y TAPICERÍA.
4214,OTROS RUBROS,MUDANZAS Y FLETES,SERVICIOS DE TRANSPORTE,"PORTADORES  MOTORIZADOS DE CARGA Y TRANSPORTE DE MERCANCÍAS – LOCAL Y LARGA DISTANCIA, COMPAÑÍAS DE RETIRO Y ALMACENAJE, Y SERVICIOS LOCALES DE ENTREGA"
4215,OTROS RUBROS,SERVICIOS COURIER,SERVICIOS DE TRANSPORTE,SERVICIOS DE ENVÍO – AÉREOS Y TERRESTRE Y REENVÍO DE CARGA
7230,OTROS RUBROS,PELUQUERIAS PARA CABALLEROS,SERVICIOS PERSONALES,PELUQUERÍAS Y BARBERÍAS.
7299,OTROS RUBROS,PELUQUERIAS PARA ANIMALES,SERVICIOS PERSONALES,SERVICIOS PERSONALES MISCELANEOS – NO CLASIFICADO EN OTRO MCC
5921,OTROS RUBROS,PELUQUERIAS PARA ANIMALES,TIENDAS ESPECIALIZADAS ,"LICORERÍAS – CERVEZA, VINOS Y BEBIDAS ALCOHÓLICAS (BOTILLERIAS)"
7622,OTROS RUBROS,REPARACION RADIO Y TELEVISION,#N/A,#N/A
8641,OTROS RUBROS,REVISTAS PERIODICOS Y SUSCRIPCIONES,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
